# Multiple-choice questions
type,difficulty,question,answers,correctIndex,correctAnswerText
choice,easy,Vad kallas det när man vinner ett tennisset med 6-0?,Bagel | Donut | Noll | Shutout,0,Bagel
tiebreaker,hard,Hur många gånger har Serena Williams vunnit Grand Slam-titeln i singel under sin karriär fram till 2021?,23,0,
tiebreaker,hard,Hur många Grand Slam-titlar vann den schweiziska tennislegenden Roger Federer fram till årsskiftet 2020?,20,0,
tiebreaker,expert,Vilket år vann René Lacoste sin första Wimbledon-titel?,1928,2,
tiebreaker,expert,Hur många game spelades i det längsta setet i en tennismatch (Isner-Mahut)?,138,5,
tiebreaker,expert,Vilket år grundades International Tennis Federation (ITF)?,1913,3,Strax före första världskriget
tiebreaker,expert,Hur många minuter varade den kortaste Grand Slam-finalen någonsin (Trabert-Rosewall)?,58,3,Under en timme
tiebreaker,expert,Vilket år infördes Open Era i tennis?,1968,1,Sent 60-tal
tiebreaker,expert,Hur många Grand Slam-titlar vann John McEnroe i sin karriär?,7,0,
tiebreaker,expert,Vilket år dog Arthur Ashe?,1993,1,Tidigt 90-tal
tiebreaker,expert,Vilken spelare toppade ATP-rankingen vid slutet av 1990?,,,
tiebreaker,expert,Vilket år vann Rod Laver sin andra Grand Slam?,1969,1,Året efter Open Era började
tiebreaker,expert,Hur många matcher spelade Guillermo Vilas under sin 46-matchers vinstsvit 1977?,46,0,Exakt antal i vinstsviten
tiebreaker,expert,Hur många dubbelbollar totalt servade Rod Laver under sin karriär i Grand Slam-turneringar?,352,5,
tiebreaker,expert,Vilket år introducerades tiebreak-regeln i Wimbledon-mästerskapen?,1971,0,
tiebreaker,expert,Hur många gånger slog John Isner sin baksida under hela maratonmatchen mot Nicolas Mahut i Wimbledon 2010?,4247,50,
tiebreaker,expert,"Vilket år spelades det första tennismatchen där spelaren använde ett racket med en ovankant som är mer än 29 centimeter bred, vilket senare blev standard?",1987,0,
tiebreaker,expert,"Hur många millimeter är den smalaste linjen använd i Grand Slam-turneringarna, enligt Internationella Tennisfederationens officiella regler, uttryckt i millimeter?",50,0,
tiebreaker,expert,Vilket var det exakta året då Internationella Tennisförbundet officiellt godkände användningen av Photo-finish-teknologi för att avgöra fotfel i professionella matcher?,1963,0,
tiebreaker,expert,"Vilket år slog Björn Borg sin rekord i antalet vinster i rad på gräsunderlag, och hur många raka vinster var det?",1978 | 41,0 | 1,
tiebreaker,expert,"Hur många sekunder lång var den längsta utbytet någonsin i professionell tennis, som skedde mellan Vicki Nelson-Dunbar och Jean Hepner 1984?",643,10,
tiebreaker,expert,"Vilket år introducerades den första 'tiebreak'-regeln i Grand Slam-turneringar, och hur många poäng krävdes det för att vinna en 'tiebreak' vid dess initiala införande?",1971,0,
tiebreaker,expert,Hur många minuter varade det längsta professionella tennismatchen i historien mellan John Isner och Nicolas Mahut under Wimbledon 2010?,665,5,
